AL, 14, 2024100500, 01, CARQ, -24, 205N,  947W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 14, 2024100500, 01, CARQ, -18, 208N,  951W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 14, 2024100500, 01, CARQ, -12, 211N,  953W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 332,   4,     INVEST,  , 
AL, 14, 2024100500, 01, CARQ,  -6, 215N,  955W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 14, 2024100500, 01, CARQ,   0, 220N,  955W,  25, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1011,  200,  60,   0,   0,   L,   0,   X, 345,   4,     INVEST, S, 
AL, 14, 2024100500, 01, CARQ,   0, 220N,  955W,  25, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1011,  200,  60,   0,   0,   L,   0,   X, 345,   4,     INVEST, S, 
AL, 14, 2024100500, 01, CARQ,   0, 220N,  955W,  25, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1011,  200,  60,   0,   0,   L,   0,   X, 345,   4,     INVEST, S, 
AL, 14, 2024100500, 03,  CMC,   0, 209N,  951W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  CMC,  78, 214N,  910W,  45,  989, XX,  34, NEQ,   59,   62,   92,   91, 
AL, 14, 2024100500, 03,  CMC,  84, 215N,  901W,  41,  984, XX,  34, NEQ,   75,    0,  104,  125, 
AL, 14, 2024100500, 03,  CMC,  90, 217N,  895W,  41,  983, XX,  34, NEQ,  109,    0,   96,  113, 
AL, 14, 2024100500, 03,  CMC,  96, 220N,  889W,  43,  983, XX,  34, NEQ,  113,    0,  106,  112, 
AL, 14, 2024100500, 03,  CMC, 102, 221N,  884W,  47,  984, XX,  34, NEQ,  130,  152,  117,  150, 
AL, 14, 2024100500, 03,  CMC, 108, 226N,  875W,  50,  982, XX,  34, NEQ,  199,  160,  141,  198, 
AL, 14, 2024100500, 03,  CMC, 108, 226N,  875W,  50,  982, XX,  50, NEQ,    0,    0,    0,  103, 
AL, 14, 2024100500, 03,  CMC, 114, 233N,  872W,  50,  982, XX,  34, NEQ,  200,  162,  122,  159, 
AL, 14, 2024100500, 03,  CMC, 114, 233N,  872W,  50,  982, XX,  50, NEQ,    0,    0,    0,   88, 
AL, 14, 2024100500, 03,  CMC, 120, 235N,  868W,  50,  982, XX,  34, NEQ,  228,  117,  145,  177, 
AL, 14, 2024100500, 03,  CMC, 120, 235N,  868W,  50,  982, XX,  50, NEQ,    0,   52,    0,    0, 
AL, 14, 2024100500, 03,  CMC, 126, 237N,  864W,  54,  983, XX,  34, NEQ,  171,  128,  150,  180, 
AL, 14, 2024100500, 03,  CMC, 126, 237N,  864W,  54,  983, XX,  50, NEQ,   49,    0,    0,   50, 
AL, 14, 2024100500, 03,  CMC, 132, 240N,  857W,  52,  981, XX,  34, NEQ,  185,  136,   93,  207, 
AL, 14, 2024100500, 03,  CMC, 132, 240N,  857W,  52,  981, XX,  50, NEQ,   57,   58,    0,   57, 
AL, 14, 2024100500, 03,  CMC, 138, 243N,  854W,  55,  981, XX,  34, NEQ,  161,  131,  198,  204, 
AL, 14, 2024100500, 03,  CMC, 138, 243N,  854W,  55,  981, XX,  50, NEQ,   54,    0,    0,   57, 
AL, 14, 2024100500, 03,  CMC, 144, 244N,  849W,  58,  979, XX,  34, NEQ,  205,  115,  154,  218, 
AL, 14, 2024100500, 03,  CMC, 144, 244N,  849W,  58,  979, XX,  50, NEQ,   51,   55,    0,   57, 
AL, 14, 2024100500, 03,  CMC, 150, 248N,  841W,  60,  974, XX,  34, NEQ,  125,  134,  107,  255, 
AL, 14, 2024100500, 03,  CMC, 150, 248N,  841W,  60,  974, XX,  50, NEQ,   60,   61,   46,   56, 
AL, 14, 2024100500, 03,  CMC, 156, 253N,  833W,  54,  980, XX,  34, NEQ,   97,  136,  101,  245, 
AL, 14, 2024100500, 03,  CMC, 156, 253N,  833W,  54,  980, XX,  50, NEQ,    0,   54,    0,    0, 
AL, 14, 2024100500, 03,  CMC, 162, 258N,  823W,  49,  985, XX,  34, NEQ,  312,  134,  207,  264, 
AL, 14, 2024100500, 03,  CMC, 168, 263N,  811W,  49,  990, XX,  34, NEQ,  407,  140,  183,  268, 
AL, 14, 2024100500, 03,  CMC, 174, 273N,  795W,  54,  992, XX,  34, NEQ,  318,  144,  172,  162, 
AL, 14, 2024100500, 03,  CMC, 174, 273N,  795W,  54,  992, XX,  50, NEQ,    0,    0,    0,   65, 
AL, 14, 2024100500, 03,  CMC, 180, 279N,  785W,  58,  989, XX,  34, NEQ,  261,  166,   97,  174, 
AL, 14, 2024100500, 03,  CMC, 180, 279N,  785W,  58,  989, XX,  50, NEQ,   93,    0,   64,   71, 
AL, 14, 2024100500, 03,  CMC, 186, 283N,  773W,  47,  993, XX,  34, NEQ,  245,  176,  129,  159, 
AL, 14, 2024100500, 03,  CMC, 192, 289N,  764W,  49,  994, XX,  34, NEQ,  159,  148,  128,  138, 
AL, 14, 2024100500, 03,  CMC, 198, 294N,  756W,  42,  995, XX,  34, NEQ,  129,  167,  101,  110, 
AL, 14, 2024100500, 03,  CMC, 204, 300N,  745W,  45,  994, XX,  34, NEQ,   92,  185,  134,  102, 
AL, 14, 2024100500, 03,  CMC, 210, 305N,  728W,  45,  994, XX,  34, NEQ,   88,  242,  147,  108, 
AL, 14, 2024100500, 03,  CMC, 216, 317N,  696W,  43,  994, XX,  34, NEQ,    0,  223,  222,  109, 
AL, 14, 2024100500, 03,  CMC, 222, 329N,  662W,  48,  989, XX,  34, NEQ,  263,  268,  249,    0, 
AL, 14, 2024100500, 03,  CMC, 228, 357N,  611W,  52,  985, XX,  34, NEQ,  204,  345,  306,   77, 
AL, 14, 2024100500, 03,  CMC, 228, 357N,  611W,  52,  985, XX,  50, NEQ,    0,  128,  128,    0, 
AL, 14, 2024100500, 03,  CMC, 234, 386N,  562W,  52,  978, XX,  34, NEQ,  194,  415,  459,    0, 
AL, 14, 2024100500, 03,  CMC, 234, 386N,  562W,  52,  978, XX,  50, NEQ,    0,  197,    0,    0, 
AL, 14, 2024100500, 03,  CMC, 240, 417N,  504W,  53,  975, XX,  34, NEQ,  273,  459,  540,    0, 
AL, 14, 2024100500, 03,  CMC, 240, 417N,  504W,  53,  975, XX,  50, NEQ,    0,  210,  142,    0, 
AL, 14, 2024100500, 03,  EMX,   0, 208N,  953W,  30, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,   6, 210N,  954W,  32, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  12, 216N,  952W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  18, 222N,  948W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  24, 227N,  944W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  30, 231N,  944W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  36, 231N,  942W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  42, 227N,  937W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  48, 227N,  927W,  27, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  54, 227N,  920W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  60, 228N,  912W,  35,  998, XX,  34, NEQ,    0,   50,    0,    0, 
AL, 14, 2024100500, 03,  EMX,  66, 229N,  904W,  37,  998, XX,  34, NEQ,    0,   71,   76,   51, 
AL, 14, 2024100500, 03,  EMX,  72, 231N,  891W,  42,  995, XX,  34, NEQ,   50,   71,   95,   36, 
AL, 14, 2024100500, 03,  EMX,  78, 235N,  882W,  42,  993, XX,  34, NEQ,   44,   89,   77,   47, 
AL, 14, 2024100500, 03,  EMX,  84, 240N,  870W,  41,  991, XX,  34, NEQ,    0,   94,   80,    0, 
AL, 14, 2024100500, 03,  EMX,  90, 248N,  858W,  45,  990, XX,  34, NEQ,   60,  110,   65,   61, 
AL, 14, 2024100500, 03,  EMX,  96, 253N,  848W,  44,  990, XX,  34, NEQ,   72,   99,   80,   78, 
AL, 14, 2024100500, 03,  EMX, 102, 260N,  839W,  50,  989, XX,  34, NEQ,   87,  115,   88,   93, 
AL, 14, 2024100500, 03,  EMX, 108, 268N,  827W,  47,  990, XX,  34, NEQ,    0,  126,   62,  119, 
AL, 14, 2024100500, 03,  EMX, 114, 278N,  815W,  41,  994, XX,  34, NEQ,  137,  167,  107,  108, 
AL, 14, 2024100500, 03,  EMX, 120, 291N,  797W,  52,  992, XX,  34, NEQ,  182,  171,   94,  167, 
AL, 14, 2024100500, 03,  EMX, 120, 291N,  797W,  52,  992, XX,  50, NEQ,    0,    0,   55,    0, 
AL, 14, 2024100500, 03,  EMX, 126, 295N,  780W,  58,  990, XX,  34, NEQ,  184,  163,  146,  178, 
AL, 14, 2024100500, 03,  EMX, 126, 295N,  780W,  58,  990, XX,  50, NEQ,   32,    0,   29,   39, 
AL, 14, 2024100500, 03,  EMX, 132, 298N,  759W,  51,  993, XX,  34, NEQ,  343,  187,  128,  237, 
AL, 14, 2024100500, 03,  EMX, 132, 298N,  759W,  51,  993, XX,  50, NEQ,    0,    0,   29,    0, 
AL, 14, 2024100500, 03,  EMX, 138, 302N,  734W,  52,  995, XX,  34, NEQ,  345,  164,  172,  181, 
AL, 14, 2024100500, 03,  EMX, 138, 302N,  734W,  52,  995, XX,  50, NEQ,   31,    0,    0,   18, 
AL, 14, 2024100500, 03,  EMX, 144, 304N,  707W,  60,  997, XX,  34, NEQ,  336,  162,  147,  108, 
AL, 14, 2024100500, 03,  EMX, 144, 304N,  707W,  60,  997, XX,  50, NEQ,    0,    0,   39,   30, 
AL, 14, 2024100500, 03,  EMX, 150, 307N,  676W,  46,  999, XX,  34, NEQ,   52,  147,  143,  106, 
AL, 14, 2024100500, 03,  EMX, 156, 310N,  643W,  40, 1004, XX,  34, NEQ,    0,  106,  142,   74, 
AL, 14, 2024100500, 03,  EMX, 162, 313N,  618W,  34, 1005, XX,  34, NEQ,    0,    0,   67,    0, 
AL, 14, 2024100500, 03,  EMX, 168, 316N,  596W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 174, 317N,  572W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 180, 323N,  543W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 186, 322N,  531W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 192, 311N,  530W,  26, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 198, 298N,  536W,  29, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 204, 287N,  534W,  31, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 210, 285N,  530W,  29, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 216, 280N,  529W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 222, 278N,  528W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 228, 272N,  537W,  27, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 234, 270N,  542W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  EMX, 240, 267N,  541W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKM,   0, 208N,  945W,  28, 1009, TD,   0,    ,    0,    0,    0,    0,    0,    0, 110,   0,   0,   L,   0,    ,   0,   0,        92L,  , 
AL, 14, 2024100500, 03,  UKX,   0, 210N,  957W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  12, 216N,  952W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  24, 222N,  943W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  36, 228N,  939W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  48, 225N,  926W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  60, 223N,  911W,  24, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  72, 224N,  894W,  24, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  84, 230N,  872W,  27,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX,  96, 240N,  849W,  25,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX, 108, 252N,  825W,   0,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03,  UKX, 120, 267N,  797W,  32,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,   0, 208N,  951W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,   6, 210N,  953W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  12, 216N,  952W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  18, 224N,  953W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  24, 227N,  950W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  30, 227N,  949W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  36, 226N,  947W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  42, 224N,  942W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  48, 224N,  936W,  31, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AC00,  54, 221N,  931W,  35, 1000, XX,  34, NEQ,    0,    0,   45,   34, 
AL, 14, 2024100500, 03, AC00,  60, 222N,  924W,  40,  995, XX,  34, NEQ,    0,   47,   53,   50, 
AL, 14, 2024100500, 03, AC00,  66, 224N,  916W,  40,  994, XX,  34, NEQ,   36,   49,   58,   49, 
AL, 14, 2024100500, 03, AC00,  72, 226N,  907W,  41,  991, XX,  34, NEQ,   31,   71,   70,   55, 
AL, 14, 2024100500, 03, AC00,  78, 229N,  898W,  46,  986, XX,  34, NEQ,   52,   65,   61,   68, 
AL, 14, 2024100500, 03, AC00,  84, 233N,  888W,  49,  981, XX,  34, NEQ,   53,   73,   60,   81, 
AL, 14, 2024100500, 03, AC00,  90, 239N,  879W,  54,  978, XX,  34, NEQ,   76,   79,   66,  112, 
AL, 14, 2024100500, 03, AC00,  90, 239N,  879W,  54,  978, XX,  50, NEQ,   26,   39,    0,   34, 
AL, 14, 2024100500, 03, AC00,  96, 246N,  865W,  65,  975, XX,  34, NEQ,   61,   90,   82,  109, 
AL, 14, 2024100500, 03, AC00,  96, 246N,  865W,  65,  975, XX,  50, NEQ,    0,   45,   47,   41, 
AL, 14, 2024100500, 03, AC00,  96, 246N,  865W,  65,  975, XX,  64, NEQ,    0,    0,   28,    0, 
AL, 14, 2024100500, 03, AC00, 102, 255N,  854W,  58,  977, XX,  34, NEQ,   92,  139,   88,   91, 
AL, 14, 2024100500, 03, AC00, 102, 255N,  854W,  58,  977, XX,  50, NEQ,    0,    0,   52,    0, 
AL, 14, 2024100500, 03, AC00, 108, 265N,  844W,  68,  971, XX,  34, NEQ,  103,  156,   79,  107, 
AL, 14, 2024100500, 03, AC00, 108, 265N,  844W,  68,  971, XX,  50, NEQ,    0,   50,   59,   56, 
AL, 14, 2024100500, 03, AC00, 108, 265N,  844W,  68,  971, XX,  64, NEQ,    0,    0,   45,   33, 
AL, 14, 2024100500, 03, AC00, 114, 275N,  830W,  67,  972, XX,  34, NEQ,  257,  108,  105,  129, 
AL, 14, 2024100500, 03, AC00, 114, 275N,  830W,  67,  972, XX,  50, NEQ,   58,    0,   49,   50, 
AL, 14, 2024100500, 03, AC00, 114, 275N,  830W,  67,  972, XX,  64, NEQ,    0,    0,   34,    0, 
AL, 14, 2024100500, 03, AC00, 120, 286N,  816W,  51,  978, XX,  34, NEQ,  257,   93,  132,   78, 
AL, 14, 2024100500, 03, AC00, 120, 286N,  816W,  51,  978, XX,  50, NEQ,    0,    0,   74,    0, 
AL, 14, 2024100500, 03, AC00, 126, 287N,  807W,  47,  989, XX,  34, NEQ,  237,  160,    0,  137, 
AL, 14, 2024100500, 03, AC00, 132, 288N,  793W,  49,  990, XX,  34, NEQ,  314,  147,  112,  193, 
AL, 14, 2024100500, 03, AC00, 138, 294N,  772W,  44,  993, XX,  34, NEQ,  292,  159,  174,  225, 
AL, 14, 2024100500, 03, AC00, 144, 306N,  748W,  54,  996, XX,  34, NEQ,  163,  159,  226,  191, 
AL, 14, 2024100500, 03, AC00, 144, 306N,  748W,  54,  996, XX,  50, NEQ,    0,    0,   37,   32, 
AL, 14, 2024100500, 03, AC00, 150, 311N,  729W,  52,  996, XX,  34, NEQ,  164,  186,  165,  121, 
AL, 14, 2024100500, 03, AC00, 150, 311N,  729W,  52,  996, XX,  50, NEQ,    0,    0,   32,   26, 
AL, 14, 2024100500, 03, AC00, 156, 316N,  710W,  52,  996, XX,  34, NEQ,  153,  174,  123,  100, 
AL, 14, 2024100500, 03, AC00, 156, 316N,  710W,  52,  996, XX,  50, NEQ,    0,    0,   28,    0, 
AL, 14, 2024100500, 03, AC00, 162, 322N,  684W,  51,  997, XX,  34, NEQ,  165,  163,  162,  109, 
AL, 14, 2024100500, 03, AC00, 162, 322N,  684W,  51,  997, XX,  50, NEQ,    0,    0,   34,    0, 
AL, 14, 2024100500, 03, AC00, 168, 321N,  659W,  51, 1000, XX,  34, NEQ,  130,  132,  124,   61, 
AL, 14, 2024100500, 03, AC00, 168, 321N,  659W,  51, 1000, XX,  50, NEQ,    0,    0,   30,    0, 
AL, 14, 2024100500, 03, AC00, 174, 317N,  635W,  41, 1002, XX,  34, NEQ,   93,    0,  105,   61, 
AL, 14, 2024100500, 03, AC00, 180, 313N,  615W,  37, 1005, XX,  34, NEQ,   76,    0,   60,   73, 
AL, 14, 2024100500, 03, AC00, 186, 307N,  596W,  37, 1007, XX,  34, NEQ,   49,    0,    0,   76, 
AL, 14, 2024100500, 03, AC00, 192, 298N,  583W,  32, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,   0, 209N,  951W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,   6, 212N,  954W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  12, 217N,  954W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  18, 223N,  953W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  24, 225N,  949W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  30, 225N,  947W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  36, 226N,  943W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  42, 225N,  938W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  48, 223N,  933W,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  54, 221N,  928W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  60, 220N,  922W,  35,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  66, 221N,  914W,  39,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  72, 224N,  905W,  44,  991, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  78, 227N,  897W,  45,  988, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  84, 231N,  888W,  46,  985, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  90, 235N,  879W,  47,  986, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN,  96, 240N,  868W,  47,  984, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 102, 244N,  863W,  48,  984, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 108, 251N,  853W,  51,  983, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 114, 260N,  844W,  53,  984, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 120, 268N,  833W,  54,  985, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 126, 271N,  825W,  49,  988, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 132, 278N,  814W,  46,  990, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 138, 283N,  804W,  46,  992, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 144, 286N,  793W,  46,  994, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 150, 284N,  792W,  45,  994, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 156, 286N,  784W,  43,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 162, 290N,  776W,  41,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 168, 294N,  766W,  40,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 174, 298N,  761W,  38, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 180, 299N,  767W,  36, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 186, 307N,  763W,  37, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AEMN, 192, 305N,  774W,  37, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,   0, 207N,  948W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,   6, 210N,  949W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,  12, 215N,  949W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,  18, 224N,  947W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,  24, 231N,  943W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,  30, 235N,  945W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,  36, 232N,  944W,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 14, 2024100500, 03, AP01,  42, 230N,  939W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
